timestamp,can_id,message_count,steering_angle_deg,steering_speed,steering_status,msg_count,checksum,raw_data_hex
1755699457.680537,688,92,-186.8,0.0,7,3,12,B4F80007C3
1755699457.690531,688,93,-186.8,0.0,7,4,11,B4F80007B4
1755699457.70054,688,94,-186.8,0.0,7,5,10,B4F80007A5
1755699457.710528,688,95,-186.70000000000002,0.0,7,6,8,B5F8000786
1755699457.720526,688,96,-186.8,0.0,7,7,8,B4F8000787
1755699457.730526,688,97,-186.8,0.0,7,8,7,B4F8000778
1755699457.740501,688,98,-186.8,0.0,7,9,6,B4F8000769
1755699457.750519,688,99,-186.8,0.0,7,10,5,B4F800075A
1755699457.760506,688,100,-186.8,0.0,7,11,4,B4F800074B
1755699457.770504,688,101,-186.8,0.0,7,12,3,B4F800073C
1755699457.780513,688,102,-186.8,0.0,7,13,2,B4F800072D
1755699457.790501,688,103,-186.8,0.0,7,14,1,B4F800071E
1755699457.800501,688,104,-186.8,0.0,7,15,0,B4F800070F
1755699457.810513,688,105,-186.8,0.0,7,0,15,B4F80007F0
1755699457.820494,688,106,-186.8,0.0,7,1,14,B4F80007E1
1755699457.830504,688,107,-186.8,0.0,7,2,13,B4F80007D2
1755699457.840537,688,108,-186.8,0.0,7,3,12,B4F80007C3
1755699457.850541,688,109,-186.8,0.0,7,4,11,B4F80007B4
1755699457.860547,688,110,-186.8,0.0,7,5,10,B4F80007A5
1755699457.870566,688,111,-186.8,0.0,7,6,9,B4F8000796
1755699457.88057,688,112,-186.9,0.0,7,7,15,B3F80007F7
1755699457.890598,688,113,-186.8,0.0,7,8,7,B4F8000778
1755699457.900553,688,114,-186.9,0.0,7,9,1,B3F8000719
1755699457.910582,688,115,-186.8,0.0,7,10,5,B4F800075A
1755699457.920554,688,116,-187.0,0.0,7,11,2,B2F800072B
1755699457.930575,688,117,-186.8,0.0,7,12,3,B4F800073C
1755699457.940554,688,118,-186.9,0.0,7,13,5,B3F800075D
1755699457.9506,688,119,-186.8,0.0,7,14,1,B4F800071E
1755699457.960559,688,120,-186.8,0.0,7,15,0,B4F800070F
1755699457.970607,688,121,-186.8,0.0,7,0,15,B4F80007F0
1755699457.980452,688,122,-186.8,0.0,7,1,14,B4F80007E1
1755699457.990473,688,123,-186.8,0.0,7,2,13,B4F80007D2
1755699458.000465,688,124,-186.8,0.0,7,3,12,B4F80007C3
1755699458.01045,688,125,-186.8,0.0,7,4,11,B4F80007B4
1755699458.02045,688,126,-186.8,0.0,7,5,10,B4F80007A5
1755699458.030429,688,127,-186.8,0.0,7,6,9,B4F8000796
1755699458.040442,688,128,-186.8,0.0,7,7,8,B4F8000787
1755699458.050456,688,129,-186.8,0.0,7,8,7,B4F8000778
1755699458.060467,688,130,-186.8,0.0,7,9,6,B4F8000769
1755699458.070491,688,131,-186.8,0.0,7,10,5,B4F800075A
1755699458.080494,688,132,-186.8,0.0,7,11,4,B4F800074B
1755699458.090515,688,133,-186.8,0.0,7,12,3,B4F800073C
1755699458.100505,688,134,-186.9,0.0,7,13,5,B3F800075D
1755699458.110513,688,135,-186.8,0.0,7,14,1,B4F800071E
1755699458.120513,688,136,-186.8,0.0,7,15,0,B4F800070F
1755699458.130517,688,137,-186.8,0.0,7,0,15,B4F80007F0
1755699458.140516,688,138,-186.8,0.0,7,1,14,B4F80007E1
1755699458.150503,688,139,-186.9,0.0,7,2,10,B3F80007A2
1755699458.160524,688,140,-186.8,0.0,7,3,12,B4F80007C3
1755699458.1707,688,141,-186.8,0.0,7,4,11,B4F80007B4
1755699458.180543,688,142,-186.8,0.0,7,5,10,B4F80007A5
1755699458.190566,688,143,-186.8,0.0,7,6,9,B4F8000796
1755699458.200576,688,144,-186.8,0.0,7,7,8,B4F8000787
1755699458.210591,688,145,-186.8,0.0,7,8,7,B4F8000778
1755699458.220708,688,146,-186.8,0.0,7,9,6,B4F8000769
1755699458.230779,688,147,-186.8,0.0,7,10,5,B4F800075A
1755699458.240569,688,148,-186.8,0.0,7,11,4,B4F800074B
1755699458.250548,688,149,-186.8,0.0,7,12,3,B4F800073C
1755699458.260638,688,150,-186.8,0.0,7,13,2,B4F800072D
1755699458.270396,688,151,-186.8,0.0,7,14,1,B4F800071E
1755699458.280401,688,152,-186.8,0.0,7,15,0,B4F800070F
1755699458.290422,688,153,-186.8,0.0,7,0,15,B4F80007F0
1755699458.3004,688,154,-186.8,0.0,7,1,14,B4F80007E1
1755699458.310379,688,155,-186.8,0.0,7,2,13,B4F80007D2
1755699458.320389,688,156,-186.8,0.0,7,3,12,B4F80007C3
1755699458.330376,688,157,-186.8,0.0,7,4,11,B4F80007B4
1755699458.340372,688,158,-186.9,0.0,7,5,13,B3F80007D5
1755699458.350391,688,159,-186.8,0.0,7,6,9,B4F8000796
1755699458.360391,688,160,-186.8,0.0,7,7,8,B4F8000787
1755699458.370616,688,161,-186.8,0.0,7,8,7,B4F8000778
1755699458.380367,688,162,-186.8,0.0,7,9,6,B4F8000769
1755699458.390603,688,163,-187.0,0.0,7,10,3,B2F800073A
1755699458.400379,688,164,-186.8,0.0,7,11,4,B4F800074B
1755699458.410402,688,165,-186.8,0.0,7,12,3,B4F800073C
1755699458.42039,688,166,-187.0,0.0,7,13,4,B2F800074D
1755699458.430418,688,167,-186.8,0.0,7,14,1,B4F800071E
1755699458.440451,688,168,-186.8,0.0,7,15,0,B4F800070F
1755699458.450454,688,169,-186.8,0.0,7,0,15,B4F80007F0
1755699458.46047,688,170,-186.8,0.0,7,1,14,B4F80007E1
1755699458.470482,688,171,-186.8,0.0,7,2,13,B4F80007D2
1755699458.480497,688,172,-186.9,0.0,7,3,11,B3F80007B3
1755699458.490509,688,173,-186.8,0.0,7,4,11,B4F80007B4
1755699458.500518,688,174,-186.8,0.0,7,5,10,B4F80007A5
1755699458.510532,688,175,-186.8,0.0,7,6,9,B4F8000796
1755699458.520543,688,176,-186.8,0.0,7,7,8,B4F8000787
1755699458.530576,688,177,-186.8,0.0,7,8,7,B4F8000778
1755699458.540577,688,178,-186.8,0.0,7,9,6,B4F8000769
1755699458.550576,688,179,-186.8,0.0,7,10,5,B4F800075A
1755699458.560576,688,180,-186.9,0.0,7,11,3,B3F800073B
1755699458.57061,688,181,-186.8,0.0,7,12,3,B4F800073C
1755699458.580591,688,182,-186.8,0.0,7,13,2,B4F800072D
1755699458.590583,688,183,-187.0,0.0,7,14,7,B2F800077E
1755699458.600373,688,184,-186.8,0.0,7,15,0,B4F800070F
1755699458.610606,688,185,-186.8,0.0,7,0,15,B4F80007F0
1755699458.620603,688,186,-186.8,0.0,7,1,14,B4F80007E1
1755699458.630865,688,187,-186.8,0.0,7,2,13,B4F80007D2
1755699458.640591,688,188,-186.8,0.0,7,3,12,B4F80007C3
1755699458.65059,688,189,-186.8,0.0,7,4,11,B4F80007B4
1755699458.660597,688,190,-186.8,0.0,7,5,10,B4F80007A5
1755699458.670603,688,191,-186.8,0.0,7,6,9,B4F8000796
1755699458.680366,688,192,-186.8,0.0,7,7,8,B4F8000787
1755699458.690615,688,193,-186.8,0.0,7,8,7,B4F8000778
1755699458.700375,688,194,-186.8,0.0,7,9,6,B4F8000769
1755699458.710393,688,195,-186.8,0.0,7,10,5,B4F800075A
1755699458.720379,688,196,-186.9,0.0,7,11,3,B3F800073B
1755699458.730399,688,197,-186.8,0.0,7,12,3,B4F800073C
1755699458.740424,688,198,-186.8,0.0,7,13,2,B4F800072D
1755699458.750423,688,199,-186.8,0.0,7,14,1,B4F800071E
1755699458.760428,688,200,-186.8,0.0,7,15,0,B4F800070F
1755699458.770466,688,201,-186.8,0.0,7,0,15,B4F80007F0
1755699458.780456,688,202,-186.8,0.0,7,1,14,B4F80007E1
1755699458.790472,688,203,-186.8,0.0,7,2,13,B4F80007D2
1755699458.8005,688,204,-186.8,0.0,7,3,12,B4F80007C3
1755699458.810516,688,205,-187.0,0.0,7,4,13,B2F80007D4
1755699458.820522,688,206,-186.8,0.0,7,5,10,B4F80007A5
1755699458.830394,688,207,-186.8,0.0,7,6,9,B4F8000796
1755699458.840371,688,208,-187.0,0.0,7,7,14,B2F80007E7
1755699458.850406,688,209,-186.8,0.0,7,8,7,B4F8000778
1755699458.860375,688,210,-186.8,0.0,7,9,6,B4F8000769
1755699458.870403,688,211,-186.8,0.0,7,10,5,B4F800075A
1755699458.880378,688,212,-186.8,0.0,7,11,4,B4F800074B
1755699458.890419,688,213,-186.8,0.0,7,12,3,B4F800073C
1755699458.900388,688,214,-186.8,0.0,7,13,2,B4F800072D
1755699458.910415,688,215,-186.8,0.0,7,14,1,B4F800071E
1755699458.920388,688,216,-186.8,0.0,7,15,0,B4F800070F
1755699458.930416,688,217,-186.8,0.0,7,0,15,B4F80007F0
1755699458.940381,688,218,-186.8,0.0,7,1,14,B4F80007E1
1755699458.950389,688,219,-186.8,0.0,7,2,13,B4F80007D2
1755699458.960378,688,220,-186.8,0.0,7,3,12,B4F80007C3
1755699458.970415,688,221,-186.8,0.0,7,4,11,B4F80007B4
1755699458.980376,688,222,-186.8,0.0,7,5,10,B4F80007A5
1755699458.990415,688,223,-186.8,0.0,7,6,9,B4F8000796
1755699459.000379,688,224,-186.8,0.0,7,7,8,B4F8000787
1755699459.010428,688,225,-186.9,0.0,7,8,0,B3F8000708
1755699459.020391,688,226,-186.8,0.0,7,9,6,B4F8000769
1755699459.03043,688,227,-186.8,0.0,7,10,5,B4F800075A
1755699459.040403,688,228,-186.8,0.0,7,11,4,B4F800074B
1755699459.050421,688,229,-186.8,0.0,7,12,3,B4F800073C
1755699459.060398,688,230,-186.8,0.0,7,13,2,B4F800072D
1755699459.070419,688,231,-186.8,0.0,7,14,1,B4F800071E
1755699459.080402,688,232,-186.8,0.0,7,15,0,B4F800070F
1755699459.090419,688,233,-186.8,0.0,7,0,15,B4F80007F0
1755699459.100428,688,234,-186.9,0.0,7,1,9,B3F8000791
1755699459.11045,688,235,-186.8,0.0,7,2,13,B4F80007D2
1755699459.120391,688,236,-186.8,0.0,7,3,12,B4F80007C3
1755699459.130419,688,237,-186.8,0.0,7,4,11,B4F80007B4
1755699459.140388,688,238,-186.8,0.0,7,5,10,B4F80007A5
1755699459.150429,688,239,-186.8,0.0,7,6,9,B4F8000796
1755699459.160376,688,240,-186.8,0.0,7,7,8,B4F8000787
1755699459.170422,688,241,-186.8,0.0,7,8,7,B4F8000778
1755699459.180403,688,242,-186.8,0.0,7,9,6,B4F8000769
1755699459.190419,688,243,-186.8,0.0,7,10,5,B4F800075A
1755699459.200395,688,244,-186.8,0.0,7,11,4,B4F800074B
1755699459.210422,688,245,-186.8,0.0,7,12,3,B4F800073C
1755699459.220391,688,246,-187.0,0.0,7,13,4,B2F800074D
1755699459.230422,688,247,-186.8,0.0,7,14,1,B4F800071E
1755699459.240401,688,248,-186.8,0.0,7,15,0,B4F800070F
1755699459.250422,688,249,-186.8,0.0,7,0,15,B4F80007F0
1755699459.260391,688,250,-187.0,0.0,7,1,8,B2F8000781
1755699459.270429,688,251,-186.8,0.0,7,2,13,B4F80007D2
1755699459.280402,688,252,-186.8,0.0,7,3,12,B4F80007C3
1755699459.290418,688,253,-186.8,0.0,7,4,11,B4F80007B4
1755699459.30039,688,254,-186.8,0.0,7,5,10,B4F80007A5
1755699459.310419,688,255,-186.8,0.0,7,6,9,B4F8000796
1755699459.3204,688,256,-186.8,0.0,7,7,8,B4F8000787
1755699459.330429,688,257,-186.8,0.0,7,8,7,B4F8000778
1755699459.340412,688,258,-186.9,0.0,7,9,1,B3F8000719
1755699459.350419,688,259,-186.8,0.0,7,10,5,B4F800075A
1755699459.360413,688,260,-186.9,0.0,7,11,3,B3F800073B
1755699459.370441,688,261,-186.8,0.0,7,12,3,B4F800073C
1755699459.380401,688,262,-187.0,0.0,7,13,4,B2F800074D
1755699459.390441,688,263,-186.8,0.0,7,14,1,B4F800071E
1755699459.400412,688,264,-187.0,0.0,7,15,6,B2F800076F
1755699459.410441,688,265,-186.8,0.0,7,0,15,B4F80007F0
1755699459.420412,688,266,-186.8,0.0,7,1,14,B4F80007E1
1755699459.430434,688,267,-186.8,0.0,7,2,13,B4F80007D2
1755699459.440399,688,268,-186.8,0.0,7,3,12,B4F80007C3
1755699459.450442,688,269,-187.0,0.0,7,4,13,B2F80007D4
1755699459.460401,688,270,-186.8,0.0,7,5,10,B4F80007A5
1755699459.47044,688,271,-186.8,0.0,7,6,9,B4F8000796
1755699459.480404,688,272,-186.9,0.0,7,7,15,B3F80007F7
1755699459.490452,688,273,-186.8,0.0,7,8,7,B4F8000778
1755699459.500406,688,274,-186.8,0.0,7,9,6,B4F8000769
1755699459.510445,688,275,-186.8,0.0,7,10,5,B4F800075A
1755699459.520416,688,276,-187.0,0.0,7,11,2,B2F800072B
1755699459.530429,688,277,-186.8,0.0,7,12,3,B4F800073C
1755699459.540419,688,278,-186.8,0.0,7,13,2,B4F800072D
1755699459.550442,688,279,-186.8,0.0,7,14,1,B4F800071E
1755699459.560419,688,280,-186.8,0.0,7,15,0,B4F800070F
1755699459.570445,688,281,-186.8,0.0,7,0,15,B4F80007F0
1755699459.580413,688,282,-186.8,0.0,7,1,14,B4F80007E1
1755699459.590468,688,283,-186.8,0.0,7,2,13,B4F80007D2
1755699459.600417,688,284,-186.8,0.0,7,3,12,B4F80007C3
1755699459.61044,688,285,-186.8,0.0,7,4,11,B4F80007B4
1755699459.620417,688,286,-186.8,0.0,7,5,10,B4F80007A5
1755699459.630684,688,287,-186.8,0.0,7,6,9,B4F8000796
1755699459.640413,688,288,-186.8,0.0,7,7,8,B4F8000787
1755699459.650466,688,289,-186.8,0.0,7,8,7,B4F8000778
1755699459.660401,688,290,-186.9,0.0,7,9,1,B3F8000719
1755699459.670435,688,291,-186.8,0.0,7,10,5,B4F800075A
1755699459.680416,688,292,-186.8,0.0,7,11,4,B4F800074B
1755699459.690442,688,293,-186.8,0.0,7,12,3,B4F800073C
1755699459.700422,688,294,-186.8,0.0,7,13,2,B4F800072D
1755699459.710457,688,295,-186.8,0.0,7,14,1,B4F800071E
1755699459.720422,688,296,-186.8,0.0,7,15,0,B4F800070F
1755699459.730446,688,297,-186.8,0.0,7,0,15,B4F80007F0
1755699459.740423,688,298,-186.8,0.0,7,1,14,B4F80007E1
1755699459.750455,688,299,-186.8,0.0,7,2,13,B4F80007D2
1755699459.760428,688,300,-186.8,0.0,7,3,12,B4F80007C3
1755699459.770443,688,301,-186.8,0.0,7,4,11,B4F80007B4
1755699459.780423,688,302,-186.8,0.0,7,5,10,B4F80007A5
1755699459.790457,688,303,-187.0,0.0,7,6,15,B2F80007F6
1755699459.800423,688,304,-186.8,0.0,7,7,8,B4F8000787
1755699459.810465,688,305,-186.8,0.0,7,8,7,B4F8000778
1755699459.820432,688,306,-186.8,0.0,7,9,6,B4F8000769
1755699459.830451,688,307,-186.8,0.0,7,10,5,B4F800075A
1755699459.84044,688,308,-186.8,0.0,7,11,4,B4F800074B
1755699459.85045,688,309,-186.8,0.0,7,12,3,B4F800073C
1755699459.860428,688,310,-186.9,0.0,7,13,5,B3F800075D
1755699459.870472,688,311,-186.8,0.0,7,14,1,B4F800071E
1755699459.880429,688,312,-186.9,0.0,7,15,7,B3F800077F
1755699459.890457,688,313,-186.8,0.0,7,0,15,B4F80007F0
1755699459.900429,688,314,-187.0,0.0,7,1,8,B2F8000781
1755699459.910467,688,315,-186.8,0.0,7,2,13,B4F80007D2
1755699459.920442,688,316,-186.9,0.0,7,3,11,B3F80007B3
1755699459.930472,688,317,-186.8,0.0,7,4,11,B4F80007B4
1755699459.940441,688,318,-186.8,0.0,7,5,10,B4F80007A5
1755699459.950467,688,319,-186.8,0.0,7,6,9,B4F8000796
1755699459.96044,688,320,-186.8,0.0,7,7,8,B4F8000787
1755699459.970472,688,321,-186.8,0.0,7,8,7,B4F8000778
1755699459.980434,688,322,-186.8,0.0,7,9,6,B4F8000769
1755699459.990465,688,323,-187.0,0.0,7,10,3,B2F800073A
1755699460.000442,688,324,-186.8,0.0,7,11,4,B4F800074B
1755699460.010471,688,325,-186.9,0.0,7,12,4,B3F800074C
1755699460.020442,688,326,-186.8,0.0,7,13,2,B4F800072D
1755699460.030466,688,327,-186.8,0.0,7,14,1,B4F800071E
1755699460.040429,688,328,-186.8,0.0,7,15,0,B4F800070F
1755699460.050475,688,329,-186.8,0.0,7,0,15,B4F80007F0
1755699460.060428,688,330,-186.8,0.0,7,1,14,B4F80007E1
1755699460.070466,688,331,-186.8,0.0,7,2,13,B4F80007D2
1755699460.080441,688,332,-186.8,0.0,7,3,12,B4F80007C3
1755699460.090681,688,333,-186.8,0.0,7,4,11,B4F80007B4
1755699460.100441,688,334,-186.8,0.0,7,5,10,B4F80007A5
1755699460.110478,688,335,-186.8,0.0,7,6,9,B4F8000796
1755699460.120498,688,336,-186.8,0.0,7,7,8,B4F8000787
1755699460.130478,688,337,-186.8,0.0,7,8,7,B4F8000778
1755699460.140441,688,338,-186.8,0.0,7,9,6,B4F8000769
1755699460.150462,688,339,-186.8,0.0,7,10,5,B4F800075A
1755699460.16044,688,340,-186.8,0.0,7,11,4,B4F800074B
1755699460.170469,688,341,-186.8,0.0,7,12,3,B4F800073C
1755699460.180467,688,342,-186.8,0.0,7,13,2,B4F800072D
1755699460.190468,688,343,-186.8,0.0,7,14,1,B4F800071E
1755699460.200458,688,344,-186.8,0.0,7,15,0,B4F800070F
1755699460.210472,688,345,-186.8,0.0,7,0,15,B4F80007F0
1755699460.220467,688,346,-186.8,0.0,7,1,14,B4F80007E1
1755699460.230472,688,347,-187.0,0.0,7,2,11,B2F80007B2
1755699460.240466,688,348,-186.8,0.0,7,3,12,B4F80007C3
1755699460.250474,688,349,-186.8,0.0,7,4,11,B4F80007B4
1755699460.26045,688,350,-186.8,0.0,7,5,10,B4F80007A5
1755699460.270478,688,351,-186.8,0.0,7,6,9,B4F8000796
1755699460.280449,688,352,-186.8,0.0,7,7,8,B4F8000787
1755699460.290491,688,353,-186.8,0.0,7,8,7,B4F8000778
1755699460.300453,688,354,-186.8,0.0,7,9,6,B4F8000769
1755699460.310478,688,355,-186.8,0.0,7,10,5,B4F800075A
1755699460.320452,688,356,-186.8,0.0,7,11,4,B4F800074B
1755699460.330483,688,357,-186.8,0.0,7,12,3,B4F800073C
1755699460.340458,688,358,-186.8,0.0,7,13,2,B4F800072D
1755699460.350478,688,359,-186.8,0.0,7,14,1,B4F800071E
1755699460.360451,688,360,-186.8,0.0,7,15,0,B4F800070F
1755699460.370491,688,361,-186.8,0.0,7,0,15,B4F80007F0
1755699460.380452,688,362,-186.9,0.0,7,1,9,B3F8000791
1755699460.39048,688,363,-186.8,0.0,7,2,13,B4F80007D2
1755699460.400443,688,364,-186.8,0.0,7,3,12,B4F80007C3
1755699460.410487,688,365,-186.8,0.0,7,4,11,B4F80007B4
1755699460.420452,688,366,-186.8,0.0,7,5,10,B4F80007A5
1755699460.430482,688,367,-186.8,0.0,7,6,9,B4F8000796
1755699460.440457,688,368,-186.9,0.0,7,7,15,B3F80007F7
1755699460.450492,688,369,-186.8,0.0,7,8,7,B4F8000778
1755699460.460468,688,370,-186.8,0.0,7,9,6,B4F8000769
1755699460.470479,688,371,-186.8,0.0,7,10,5,B4F800075A
1755699460.480441,688,372,-186.8,0.0,7,11,4,B4F800074B
1755699460.490472,688,373,-186.9,0.0,7,12,4,B3F800074C
1755699460.500457,688,374,-186.8,0.0,7,13,2,B4F800072D
1755699460.510494,688,375,-186.8,0.0,7,14,1,B4F800071E
1755699460.520458,688,376,-186.8,0.0,7,15,0,B4F800070F
1755699460.530494,688,377,-186.8,0.0,7,0,15,B4F80007F0
1755699460.540467,688,378,-186.8,0.0,7,1,14,B4F80007E1
1755699460.550495,688,379,-186.8,0.0,7,2,13,B4F80007D2
1755699460.560465,688,380,-186.8,0.0,7,3,12,B4F80007C3
1755699460.570494,688,381,-186.9,0.0,7,4,12,B3F80007C4
1755699460.580467,688,382,-186.8,0.0,7,5,10,B4F80007A5
1755699460.590494,688,383,-186.8,0.0,7,6,9,B4F8000796
1755699460.600468,688,384,-186.8,0.0,7,7,8,B4F8000787
1755699460.610503,688,385,-186.8,0.0,7,8,7,B4F8000778
1755699460.620466,688,386,-186.8,0.0,7,9,6,B4F8000769
1755699460.630773,688,387,-186.8,0.0,7,10,5,B4F800075A
1755699460.640467,688,388,-186.9,0.0,7,11,3,B3F800073B
1755699460.650479,688,389,-186.8,0.0,7,12,3,B4F800073C
1755699460.660479,688,390,-186.8,0.0,7,13,2,B4F800072D
1755699460.670513,688,391,-186.8,0.0,7,14,1,B4F800071E
1755699460.680472,688,392,-186.8,0.0,7,15,0,B4F800070F
1755699460.690493,688,393,-186.9,0.0,7,0,8,B3F8000780
1755699460.700468,688,394,-186.8,0.0,7,1,14,B4F80007E1
1755699460.710511,688,395,-186.9,0.0,7,2,10,B3F80007A2
1755699460.720458,688,396,-186.8,0.0,7,3,12,B4F80007C3
1755699460.730483,688,397,-186.8,0.0,7,4,11,B4F80007B4
1755699460.740458,688,398,-186.8,0.0,7,5,10,B4F80007A5
1755699460.750495,688,399,-186.8,0.0,7,6,9,B4F8000796
1755699460.760467,688,400,-186.8,0.0,7,7,8,B4F8000787
1755699460.770504,688,401,-186.8,0.0,7,8,7,B4F8000778
1755699460.780491,688,402,-186.8,0.0,7,9,6,B4F8000769
