t,target_deg,sas_deg,err_deg,torque_nm,system_state
0.00020886600032099523,-0.7000000000000001,832.0,-832.7,-6.0,0
0.02045562700004666,-0.7000000000000001,832.0,-832.7,-6.0,0
0.04055429100026231,-0.7000000000000001,832.0,-832.7,-6.0,0
0.06067356200037466,-0.7000000000000001,832.0,-832.7,-6.0,0
0.08079549000012776,-0.7000000000000001,832.0,-832.7,-6.0,0
0.1009895150000375,-0.7000000000000001,832.0,-832.7,-6.0,0
0.12124741200022982,-0.7000000000000001,832.0,-832.7,-6.0,0
0.14134805899993808,-0.7000000000000001,832.0,-832.7,-6.0,0
0.16144579499996325,-0.7000000000000001,832.0,-832.7,-6.0,0
0.1815423460002421,-0.7000000000000001,832.0,-832.7,-6.0,0
0.20163301000047795,-0.7000000000000001,832.0,-832.7,-6.0,0
0.2218592590006665,-0.7000000000000001,832.0,-832.7,-6.0,0
0.24195193800005654,-0.7000000000000001,832.0,-832.7,-6.0,0
0.26205146600023,-0.7000000000000001,832.0,-832.7,-6.0,0
0.28215208200072084,-0.7000000000000001,832.0,-832.7,-6.0,0
0.3022607290004089,-0.7000000000000001,832.0,-832.7,-6.0,0
0.32252307399994606,-0.7000000000000001,832.0,-832.7,-6.0,0
0.3426191140006267,-0.7000000000000001,832.0,-832.7,-6.0,0
0.36272155400001793,-0.7000000000000001,832.0,-832.7,-6.0,0
0.38282744900061516,-0.7000000000000001,832.0,-832.7,-6.0,0
0.40293126500000653,-0.7000000000000001,832.0,-832.7,-6.0,0
0.42323629800011986,-0.7000000000000001,832.0,-832.7,-6.0,1
0.4435758919998989,-0.7000000000000001,832.0,-832.7,-6.0,1
0.464099487000567,-0.7000000000000001,832.0,-832.7,-6.0,1
0.48437527200076147,-0.7000000000000001,832.0,-832.7,-6.0,1
0.5047078260004128,-0.7000000000000001,832.0,-832.7,-6.0,1
0.5249894349999522,-0.7000000000000001,832.0,-832.7,-6.0,1
0.5452377000001434,-0.7000000000000001,832.0,-832.7,-6.0,1
0.5654829560007784,-0.7000000000000001,832.0,-832.7,-6.0,1
0.5857165330007774,-0.7000000000000001,832.0,-832.7,-6.0,0
0.6060556470001757,-0.7000000000000001,832.0,-832.7,-6.0,0
0.6261477180005386,-0.7000000000000001,832.0,-832.7,-6.0,0
0.6462452940004368,-0.7000000000000001,832.0,-832.7,-6.0,0
0.6663391570000385,-0.7000000000000001,832.0,-832.7,-6.0,0
0.6864288610004223,-0.7000000000000001,832.0,-832.7,-6.0,0
0.7067050940004265,-0.7000000000000001,832.0,-832.7,-6.0,0
0.7267900290007674,-0.7000000000000001,832.0,-832.7,-6.0,0
0.7468749330000719,-0.7000000000000001,832.0,-832.7,-6.0,0
0.7669633559999056,-0.7000000000000001,832.0,-832.7,-6.0,0
0.7870494430007966,-0.7000000000000001,832.0,-832.7,-6.0,0
0.80728014000033,-0.7000000000000001,832.0,-832.7,-6.0,0
0.8273675070004174,-0.7000000000000001,832.0,-832.7,-6.0,0
0.8474610510002094,-0.7000000000000001,832.0,-832.7,-6.0,0
0.8675547220000226,-0.7000000000000001,832.0,-832.7,-6.0,0
0.887642794000385,-0.7000000000000001,832.0,-832.7,-6.0,0
0.9078710260000662,-0.7000000000000001,832.0,-832.7,-6.0,0
0.9279592580005556,-0.7000000000000001,832.0,-832.7,-6.0,1
0.9482120030006627,-0.7000000000000001,832.0,-832.7,-6.0,1
0.9686458690002837,-0.7000000000000001,832.0,-832.7,-6.0,1
0.9889982630002123,-0.7000000000000001,832.0,-832.7,-6.0,1
1.0093399360002877,-0.7000000000000001,832.0,-832.7,-6.0,1
1.0297883950006508,-0.7000000000000001,832.0,-832.7,-6.0,1
1.0501462920001359,-0.7000000000000001,832.0,-832.7,-6.0,1
1.0705272940003852,-0.7000000000000001,832.0,-832.7,-6.0,1
1.090934056000151,-0.7000000000000001,832.0,-832.7,-6.0,0
1.111150737000571,-0.7000000000000001,832.0,-832.7,-6.0,0
1.1312737210000705,-0.7000000000000001,832.0,-832.7,-6.0,0
1.1514808010006163,-0.7000000000000001,832.0,-832.7,-6.0,0
1.1717658020006638,-0.7000000000000001,832.0,-832.7,-6.0,0
1.191869201999907,-0.7000000000000001,832.0,-832.7,-6.0,0
1.2122088910000457,-0.7000000000000001,832.0,-832.7,-6.0,0
1.2328488070006642,-0.7000000000000001,832.0,-832.7,-6.0,0
1.252964079000776,-0.7000000000000001,832.0,-832.7,-6.0,0
1.2730691420001676,-0.7000000000000001,832.0,-832.7,-6.0,0
1.2931621100005941,-0.7000000000000001,832.0,-832.7,-6.0,0
1.3134763269999894,-0.7000000000000001,832.0,-832.7,-6.0,0
1.3335771669999303,-0.7000000000000001,832.0,-832.7,-6.0,0
1.3537033510001493,-0.7000000000000001,832.0,-832.7,-6.0,0
1.3738031020002381,-0.7000000000000001,832.0,-832.7,-6.0,0
1.3938929340001778,-0.7000000000000001,832.0,-832.7,-6.0,0
1.4141580940004133,-0.7000000000000001,832.0,-832.7,-6.0,1
1.4344597040008011,-0.7000000000000001,832.0,-832.7,-6.0,1
1.4547708810005133,-0.7000000000000001,832.0,-832.7,-6.0,1
1.4752251310001157,-0.7000000000000001,832.0,-832.7,-6.0,1
1.4955136850003328,-0.7000000000000001,832.0,-832.7,-6.0,1
1.5158174700000018,-0.7000000000000001,832.0,-832.7,-6.0,1
1.5361198150003474,-0.7000000000000001,832.0,-832.7,-6.0,1
1.5564452960006747,-0.7000000000000001,832.0,-832.7,-6.0,1
1.5767098810001698,-0.7000000000000001,832.0,-832.7,-6.0,0
1.5995053030001145,-0.7000000000000001,832.0,-832.7,-6.0,0
1.6196137590004582,-0.7000000000000001,832.0,-832.7,-6.0,0
1.6397124860004624,-0.7000000000000001,832.0,-832.7,-6.0,0
1.6598039180007618,-0.7000000000000001,832.0,-832.7,-6.0,0
1.6798907410002357,-0.7000000000000001,832.0,-832.7,-6.0,0
1.700247519000186,-0.7000000000000001,832.0,-832.7,-6.0,0
1.7203656060000867,-0.7000000000000001,832.0,-832.7,-6.0,0
1.7404737420001766,-0.7000000000000001,832.0,-832.7,-6.0,0
1.7605725330004134,-0.7000000000000001,832.0,-832.7,-6.0,0
1.7806633240006704,-0.7000000000000001,832.0,-832.7,-6.0,0
1.800934116999997,-0.7000000000000001,832.0,-832.7,-6.0,0
1.821038733000023,-0.7000000000000001,832.0,-832.7,-6.0,0
1.8411561800003255,-0.7000000000000001,832.0,-832.7,-6.0,0
1.8612910360006936,-0.7000000000000001,832.0,-832.7,-6.0,0
1.881445540000641,-0.7000000000000001,832.0,-832.7,-6.0,0
1.9017344769999909,-0.7000000000000001,832.0,-832.7,-6.0,0
1.9218403730001228,-0.7000000000000001,832.0,-832.7,-6.0,1
1.9421288300000015,-0.7000000000000001,832.0,-832.7,-6.0,1
1.962403782000365,-0.7000000000000001,832.0,-832.7,-6.0,1
1.9826718230006009,-0.7000000000000001,832.0,-832.7,-6.0,1
2.0030520570007866,-0.7000000000000001,832.0,-832.7,-6.0,1
2.023448131000805,-0.7000000000000001,832.0,-832.7,-6.0,1
2.0437459640006637,-0.7000000000000001,832.0,-832.7,-6.0,1
2.0640320210004575,-0.7000000000000001,832.0,-832.7,-6.0,1
2.0843238060006115,-0.7000000000000001,832.0,-832.7,-6.0,0
2.1048757530006696,-0.7000000000000001,832.0,-832.7,-6.0,0
2.124988784999914,-0.7000000000000001,832.0,-832.7,-6.0,0
2.1451089210004284,-0.7000000000000001,832.0,-832.7,-6.0,0
