t,target_deg,sas_deg,torque_nm,sys_state
0.001308656999754021,-0.7000000000000001,0.0,-0.084,-1
0.021772140999928524,-0.7000000000000001,9.200000000000001,-1.188,-1
0.04234410899971408,-0.7000000000000001,9.200000000000001,-1.188,-1
0.06258915200032789,-0.7000000000000001,9.1,-1.176,-1
0.08281758799967065,-0.7000000000000001,9.200000000000001,-1.188,-1
0.10308570399956807,-0.7000000000000001,9.0,-1.164,-1
0.12327279399960389,-0.7000000000000001,9.1,-1.176,-1
0.1434642670001267,-0.7000000000000001,9.200000000000001,-1.188,0
0.16366511700016417,-0.7000000000000001,9.200000000000001,-1.188,0
0.18390091299988853,-0.7000000000000001,9.200000000000001,-1.188,0
0.2041455409998889,-0.7000000000000001,9.0,-1.164,0
0.224358454999674,-0.7000000000000001,9.200000000000001,-1.188,0
0.24455373699947813,-0.7000000000000001,9.200000000000001,-1.188,0
0.26475081100034004,-0.7000000000000001,9.1,-1.176,0
0.2849520449999545,-0.7000000000000001,9.1,-1.176,0
0.3051991049997014,-0.7000000000000001,9.1,-1.176,0
0.325666204999834,-0.7000000000000001,9.1,-1.176,0
0.34590683199985506,-0.7000000000000001,9.200000000000001,-1.188,0
0.3660973139994894,-0.7000000000000001,9.200000000000001,-1.188,0
0.3862598590003472,-0.7000000000000001,9.1,-1.176,0
0.4064218269995763,-0.7000000000000001,9.1,-1.176,0
0.42658664400005364,-0.7000000000000001,9.1,-1.176,0
0.44674896499964234,-0.7000000000000001,9.200000000000001,-1.188,0
0.46690568499980145,-0.7000000000000001,9.200000000000001,-1.188,0
0.4871222479996504,-0.7000000000000001,9.200000000000001,-1.188,0
0.5072777839995979,-0.7000000000000001,9.200000000000001,-1.188,0
0.527449641000203,-0.7000000000000001,9.200000000000001,-1.188,0
0.54764018700007,-0.7000000000000001,9.200000000000001,-1.188,0
0.5678910229999019,-0.7000000000000001,9.200000000000001,-1.188,0
0.5880750079995778,-0.7000000000000001,9.200000000000001,-1.188,0
0.608249457999591,-0.7000000000000001,9.200000000000001,-1.188,0
0.6284544359996289,-0.7000000000000001,9.0,-1.164,0
0.6486528539999199,-0.7000000000000001,9.1,-1.176,0
0.6688986330000262,-0.7000000000000001,9.200000000000001,-1.188,0
0.6891693099996701,-0.7000000000000001,9.1,-1.176,0
0.7094870290002291,-0.7000000000000001,9.200000000000001,-1.188,0
0.7297151760003544,-0.7000000000000001,9.1,-1.176,0
0.7498921529995641,-0.7000000000000001,9.200000000000001,-1.188,0
0.7700777700001709,-0.7000000000000001,9.1,-1.176,0
0.7903312939997704,-0.7000000000000001,9.1,-1.176,0
0.8106252360003054,-0.7000000000000001,9.200000000000001,-1.188,0
0.8308833040000536,-0.7000000000000001,9.200000000000001,-1.188,0
0.8511258839998845,-0.7000000000000001,9.200000000000001,-1.188,0
0.8713602389998414,-0.7000000000000001,9.1,-1.176,0
0.891523839999536,-0.7000000000000001,9.0,-1.164,0
0.9118351259994597,-0.7000000000000001,9.0,-1.164,0
0.9320576729996901,-0.7000000000000001,9.0,-1.164,0
0.9522856599996885,-0.7000000000000001,9.200000000000001,-1.188,0
0.972475053999915,-0.7000000000000001,9.200000000000001,-1.188,0
0.9927012480002304,-0.7000000000000001,9.200000000000001,-1.188,0
1.0128651670002,-0.7000000000000001,9.200000000000001,-1.188,0
1.033028574999662,-0.7000000000000001,9.200000000000001,-1.188,0
1.053191885999695,-0.7000000000000001,9.200000000000001,-1.188,0
1.073357405999559,-0.7000000000000001,9.200000000000001,-1.188,0
1.0935178049994647,-0.7000000000000001,9.200000000000001,-1.188,0
1.113702781000029,-0.7000000000000001,9.200000000000001,-1.188,0
1.1338753729996824,-0.7000000000000001,9.200000000000001,-1.188,0
1.1540503329997591,-0.7000000000000001,9.200000000000001,-1.188,0
1.1743288489997212,-0.7000000000000001,9.200000000000001,-1.188,0
1.1945427219998237,-0.7000000000000001,9.1,-1.176,0
1.2147753799999919,-0.7000000000000001,9.1,-1.176,0
1.2349711730003037,-0.7000000000000001,9.200000000000001,-1.188,0
1.2551404999994702,-0.7000000000000001,9.200000000000001,-1.188,0
1.2753172200000336,-0.7000000000000001,9.200000000000001,-1.188,0
1.2955824239998037,-0.7000000000000001,9.200000000000001,-1.188,0
1.3158930370000235,-0.7000000000000001,9.200000000000001,-1.188,0
1.3361431349994746,-0.7000000000000001,9.200000000000001,-1.188,0
1.356335376000061,-0.7000000000000001,9.200000000000001,-1.188,0
1.3765055040003062,-0.7000000000000001,9.200000000000001,-1.188,0
1.3966880159996435,-0.7000000000000001,9.1,-1.176,0
1.4169259539994528,-0.7000000000000001,9.1,-1.176,0
1.4371670919999815,-0.7000000000000001,9.1,-1.176,0
1.4574064709995582,-0.7000000000000001,9.1,-1.176,0
1.47761483999966,-0.7000000000000001,9.1,-1.176,0
1.4977961039994625,-0.7000000000000001,9.1,-1.176,0
1.5180590029995074,-0.7000000000000001,9.0,-1.164,0
1.5382812609996108,-0.7000000000000001,9.200000000000001,-1.188,0
1.558626914999877,-0.7000000000000001,9.1,-1.176,0
1.5789324719999058,-0.7000000000000001,9.1,-1.176,0
1.5991538329999457,-0.7000000000000001,9.1,-1.176,0
1.6193304569997053,-0.7000000000000001,9.1,-1.176,0
1.6395272419995308,-0.7000000000000001,9.1,-1.176,0
1.6597224259994618,-0.7000000000000001,9.1,-1.176,0
1.6799128109996673,-0.7000000000000001,9.1,-1.176,0
1.7002247680002256,-0.7000000000000001,9.1,-1.176,0
1.7204907069999535,-0.7000000000000001,9.1,-1.176,0
1.740705285000331,-0.7000000000000001,9.200000000000001,-1.188,0
1.7608960210000077,-0.7000000000000001,9.0,-1.164,0
1.7810781170001064,-0.7000000000000001,9.0,-1.164,0
1.8012980390003577,-0.7000000000000001,9.1,-1.176,0
1.8215610019997257,-0.7000000000000001,9.1,-1.176,0
1.8419297929995082,-0.7000000000000001,9.1,-1.176,0
1.8621508030000768,-0.7000000000000001,9.200000000000001,-1.188,0
1.8823328990001755,-0.7000000000000001,9.200000000000001,-1.188,0
1.902512499000295,-0.7000000000000001,9.200000000000001,-1.188,0
1.9227114919995074,-0.7000000000000001,9.0,-1.164,0
1.9428932680002617,-0.7000000000000001,9.1,-1.176,0
1.9630679720003172,-0.7000000000000001,9.200000000000001,-1.188,0
1.9832910929999343,-0.7000000000000001,9.200000000000001,-1.188,0
2.0034634590001588,-0.7000000000000001,9.200000000000001,-1.188,0
2.023639058000299,9.4,9.0,0.0,0
2.0438516180001898,9.4,9.0,0.0,0
2.064042672999676,9.4,9.0,0.0,0
2.0842335689994798,9.4,9.200000000000001,0.0,0
2.104418160000023,9.4,9.200000000000001,0.0,0
2.124625536000167,9.4,9.1,0.0,0
2.144828366999718,9.4,9.1,0.0,0
2.165281479999976,9.4,9.1,0.0,0
2.185479159999886,9.4,9.200000000000001,0.0,0
2.2057576739998694,9.4,9.1,0.0,0
2.2259721860000354,9.4,9.200000000000001,0.0,0
2.2461448089998157,9.4,9.0,0.0,0
2.266321783999956,9.4,9.1,0.0,0
2.286499461999483,9.4,9.1,0.0,0
2.3067171749999034,9.4,9.1,0.0,0
2.327057706999767,9.4,9.200000000000001,0.0,0
2.347268858999996,9.4,9.200000000000001,0.0,0
2.367585902999963,9.4,9.1,0.0,0
