timestamp,can_id,message_count,yaw_rate_degs,yaw_rate_status,lateral_accel_g,lateral_accel_status,mcu_status,msg_count,crc,raw_data_hex
1755699639.180119,304,417,-0.5699999999999932,0,-0.005098600000000175,0,0,5,220,8E7FD87F000005DC
1755699639.189789,304,418,-0.5200000000000102,0,-0.005990855000000295,0,0,6,140,987FD17F0000068C
1755699639.199873,304,419,-0.44999999999998863,0,-0.005735924999999753,0,0,7,146,A67FD37F00000792
1755699639.209789,304,420,-0.36000000000001364,0,-0.006118319999999677,0,0,8,47,B87FD07F0000082F
1755699639.220123,304,421,-0.3100000000000023,0,-0.0077753649999996455,0,0,9,2,C27FC37F00000902
1755699639.229873,304,422,-0.28000000000000114,0,-0.01019720000000035,0,0,10,67,C87FB07F00000A43
1755699639.239893,304,423,-0.27000000000001023,0,-0.011981709999999701,0,0,11,222,CA7FA27F00000BDE
1755699639.249768,304,424,-0.2400000000000091,0,-0.012109174999999972,0,0,12,226,D07FA17F00000CE2
1755699639.259879,304,425,-0.21000000000000796,0,-0.010579595000000275,0,0,13,238,D67FAD7F00000DEE
1755699639.269777,304,426,-0.19999999999998863,0,-0.009942269999999809,0,0,14,90,D87FB27F00000E5A
1755699639.279902,304,427,-0.2400000000000091,0,-0.009687340000000155,0,0,15,244,D07FB47F00000FF4
1755699639.289767,304,428,-0.3100000000000023,0,-0.008540155000000382,0,0,0,81,C27FBD7F00000051
1755699639.299901,304,429,-0.3499999999999943,0,-0.006755645000000143,0,0,1,71,BA7FCB7F00000147
1755699639.309754,304,430,-0.37999999999999545,0,-0.005735924999999753,0,0,2,248,B47FD37F000002F8
1755699639.319979,304,431,-0.4399999999999977,0,-0.006883110000000414,0,0,3,20,A87FCA7F00000314
1755699639.329873,304,432,-0.5099999999999909,0,-0.006500714999999602,0,0,4,32,9A7FCD7F00000420
1755699639.339889,304,433,-0.5999999999999943,0,-0.004716205000000251,0,0,5,177,887FDB7F000005B1
1755699639.349796,304,434,-0.6800000000000068,0,-0.002931695000000012,0,0,6,196,787FE97F000006C4
1755699639.359908,304,435,-0.7700000000000102,0,-0.0021669050000001633,0,0,7,0,667FEF7F00000700
1755699639.369868,304,436,-0.8799999999999955,0,-0.004078879999999785,0,0,8,194,507FE07F000008C2
1755699639.379889,304,437,-0.9499999999999886,0,-0.00458873999999998,0,0,9,49,427FDC7F00000931
1755699639.389885,304,438,-0.9699999999999989,0,-0.004333810000000327,0,0,10,113,3E7FDE7F00000A71
1755699639.399909,304,439,-1.009999999999991,0,-0.0054809950000000995,0,0,11,119,367FD57F00000B77
1755699639.409895,304,440,-1.039999999999992,0,-0.005990855000000295,0,0,12,66,307FD17F00000C42
1755699639.420145,304,441,-1.0500000000000114,0,-0.004971134999999904,0,0,13,144,2E7FD97F00000D90
1755699639.429925,304,442,-1.0900000000000034,0,-0.0054809950000000995,0,0,14,167,267FD57F00000EA7
1755699639.440145,304,443,-1.0800000000000125,0,-0.006883110000000414,0,0,15,41,287FCA7F00000F29
1755699639.449967,304,444,-0.9799999999999898,0,-0.007902829999999916,0,0,0,53,3C7FC27F00000035
1755699639.460128,304,445,-0.8799999999999955,0,-0.008922550000000307,0,0,1,229,507FBA7F000001E5
1755699639.46973,304,446,-0.8600000000000136,0,-0.008540155000000382,0,0,2,160,547FBD7F000002A0
1755699639.479894,304,447,-0.8100000000000023,0,-0.007392969999999721,0,0,3,172,5E7FC67F000003AC
1755699639.48972,304,448,-0.6999999999999886,0,-0.006118319999999677,0,0,4,119,747FD07F00000477
1755699639.499895,304,449,-0.5900000000000034,0,-0.004333810000000327,0,0,5,212,8A7FDE7F000005D4
1755699639.509727,304,450,-0.5300000000000011,0,-0.0015295799999996973,0,0,6,147,967FF47F00000693
1755699639.519939,304,451,-0.5,0,-0.001147184999999773,0,0,7,88,9C7FF77F00000758
1755699639.619911,304,461,-0.5200000000000102,0,-0.0007647899999998486,0,0,1,215,987FFA7F000001D7
1755699639.629895,304,462,-0.5699999999999932,0,-0.0003823949999999243,0,0,2,145,8E7FFD7F00000291
1755699639.80967,304,480,-0.6299999999999955,0,-0.0007647899999998486,0,0,4,111,827FFA7F0000046F
1755699639.819685,304,481,-0.5699999999999932,0,-0.001147184999999773,0,0,5,97,8E7FF77F00000561
1755699639.829669,304,482,-0.5099999999999909,0,-0.0015295799999996973,0,0,6,40,9A7FF47F00000628
1755699639.839695,304,483,-0.4000000000000057,0,-0.001147184999999773,0,0,7,140,B07FF77F0000078C
1755699640.139719,304,513,-0.4099999999999966,0,-0.00012746500000027083,0,0,5,121,AE7FFF7F00000579
1755699640.149683,304,514,-0.37000000000000455,0,-0.00012746500000027083,0,0,6,53,B67FFF7F00000635
1755699645.568415,304,1056,-0.060000000000002274,0,-0.009559874999999884,0,0,4,87,F47FB57F00000457
1755699645.578407,304,1057,-0.15000000000000568,0,-0.0054809950000000995,0,0,5,126,E27FD57F0000057E
1755699645.588402,304,1058,-0.22999999999998977,0,-0.004971134999999904,0,0,6,77,D27FD97F0000064D
1755699645.598393,304,1059,-0.28000000000000114,0,-0.008922550000000307,0,0,7,97,C87FBA7F00000761
1755699645.608379,304,1060,-0.3499999999999943,0,-0.00917747999999996,0,0,8,188,BA7FB87F000008BC
1755699645.618407,304,1061,-0.4000000000000057,0,-0.006500714999999602,0,0,9,166,B07FCD7F000009A6
1755699645.628414,304,1062,-0.36000000000001364,0,-0.0025493000000000876,0,0,10,248,B87FEC7F00000AF8
1755699645.638393,304,1063,-0.37000000000000455,0,-0.0019119749999996216,0,0,11,162,B67FF17F00000BA2
1755699645.648465,304,1064,-0.3499999999999943,0,-0.005353529999999829,0,0,12,128,BA7FD67F00000C80
1755699645.658391,304,1065,-0.28999999999999204,0,-0.0033140899999999363,0,0,13,1,C67FE67F00000D01
1755699645.708472,304,1070,-0.05000000000001137,0,-0.0026767650000003584,0,0,2,196,F67FEB7F000002C4
1755699645.86835,304,1086,-0.09000000000000341,0,-0.0005098600000001952,0,0,2,74,EE7FFC7F0000024A
1755699645.878341,304,1087,-0.12999999999999545,0,-0.00458873999999998,0,0,3,68,E67FDC7F00000344
1755699645.888341,304,1088,-0.1699999999999875,0,-0.0003823949999999243,0,0,4,184,DE7FFD7F000004B8
1755699645.928333,304,1092,-0.1599999999999966,0,-0.005735924999999753,0,0,8,36,E07FD37F00000824
1755699645.938334,304,1093,-0.18999999999999773,0,-0.0077753649999996455,0,0,9,105,DA7FC37F00000969
1755699645.948317,304,1094,-0.21000000000000796,0,-0.0031866249999996654,0,0,10,129,D67FE77F00000A81
1755699645.988402,304,1098,-0.12999999999999545,0,-0.002931695000000012,0,0,14,53,E67FE97F00000E35
1755699645.998404,304,1099,-0.11000000000001364,0,-0.0077753649999996455,0,0,15,241,EA7FC37F00000FF1
1755699646.008418,304,1100,-0.11000000000001364,0,-0.0031866249999996654,0,0,0,62,EA7FE77F0000003E
1755699646.168289,304,1116,-0.060000000000002274,0,-0.013383825000000016,0,0,0,54,F47F977F00000036
1755699646.178273,304,1117,-0.12000000000000455,0,-0.01376621999999994,0,0,1,151,E87F947F00000197
1755699646.188276,304,1118,-0.1599999999999966,0,-0.011599314999999777,0,0,2,39,E07FA57F00000227
1755699646.198269,304,1119,-0.21000000000000796,0,-0.009559874999999884,0,0,3,209,D67FB57F000003D1
1755699646.208257,304,1120,-0.27000000000001023,0,-0.007902829999999916,0,0,4,59,CA7FC27F0000043B
1755699646.218253,304,1121,-0.30000000000001137,0,-0.006500714999999602,0,0,5,91,C47FCD7F0000055B
1755699646.228286,304,1122,-0.3499999999999943,0,-0.004716205000000251,0,0,6,250,BA7FDB7F000006FA
1755699646.238288,304,1123,-0.37999999999999545,0,-0.0021669050000001633,0,0,7,124,B47FEF7F0000077C
1755699646.248715,304,1124,-0.4099999999999966,0,-0.0005098600000001952,0,0,8,70,AE7FFC7F00000846
1755699646.258449,304,1125,-0.4300000000000068,0,-0.0008922550000001195,0,0,9,237,AA7FF97F000009ED
1755699646.268332,304,1126,-0.4300000000000068,0,-0.0026767650000003584,0,0,10,240,AA7FEB7F00000AF0
1755699646.278433,304,1127,-0.46000000000000796,0,-0.0019119749999996216,0,0,11,161,A47FF17F00000BA1
1755699646.398246,304,1139,-0.2400000000000091,0,-0.00012746500000027083,0,0,7,74,D07FFF7F0000074A
1755699646.408244,304,1140,-0.28000000000000114,0,-0.0026767650000003584,0,0,8,193,C87FEB7F000008C1
1755699646.418222,304,1141,-0.28999999999999204,0,-0.005990855000000295,0,0,9,81,C67FD17F00000951
1755699646.428219,304,1142,-0.28999999999999204,0,-0.006118319999999677,0,0,10,28,C67FD07F00000A1C
1755699646.43821,304,1143,-0.2599999999999909,0,-0.0077753649999996455,0,0,11,57,CC7FC37F00000B39
1755699646.44822,304,1144,-0.25,0,-0.011726780000000048,0,0,12,133,CE7FA47F00000C85
1755699646.458211,304,1145,-0.28999999999999204,0,-0.012364104999999626,0,0,13,172,C67F9F7F00000DAC
1755699646.468216,304,1146,-0.28999999999999204,0,-0.015168335000000255,0,0,14,4,C67F897F00000E04
1755699646.47822,304,1147,-0.2599999999999909,0,-0.018737354999999845,0,0,15,185,CC7F6D7F00000FB9
1755699646.488209,304,1148,-0.25,0,-0.016188054999999757,0,0,0,7,CE7F817F00000007
1755699646.498209,304,1149,-0.18999999999999773,0,-0.013893685000000211,0,0,1,240,DA7F937F000001F0
1755699646.508199,304,1150,-0.13999999999998636,0,-0.014148614999999864,0,0,2,212,E47F917F000002D4
1755699646.5182,304,1151,-0.13999999999998636,0,-0.012364104999999626,0,0,3,223,E47F9F7F000003DF
1755699646.52827,304,1152,-0.15000000000000568,0,-0.0077753649999996455,0,0,4,236,E27FC37F000004EC
1755699646.538229,304,1153,-0.1699999999999875,0,-0.0025493000000000876,0,0,5,33,DE7FEC7F00000521
1755699646.678174,304,1167,-0.539999999999992,0,-0.002931695000000012,0,0,3,6,947FE97F00000306
1755699646.688164,304,1168,-0.6200000000000045,0,-0.004971134999999904,0,0,4,195,847FD97F000004C3
1755699646.698168,304,1169,-0.6800000000000068,0,-0.009687340000000155,0,0,5,58,787FB47F0000053A
1755699646.708165,304,1170,-0.6699999999999875,0,-0.01376621999999994,0,0,6,102,7A7F947F00000666
1755699646.718152,304,1171,-0.6699999999999875,0,-0.018100030000000267,0,0,7,103,7A7F727F00000767
1755699646.728254,304,1172,-0.6999999999999886,0,-0.02574792999999964,0,0,8,247,747F367F000008F7
1755699646.738148,304,1173,-0.75,0,-0.02918948499999985,0,0,9,59,6A7F1B7F0000093B
1755699646.748149,304,1174,-0.789999999999992,0,-0.027914834999999805,0,0,10,247,627F257F00000AF7
1755699646.758145,304,1175,-0.8300000000000125,0,-0.024090884999999673,0,0,11,209,5A7F437F00000BD1
1755699646.768152,304,1176,-0.7800000000000011,0,-0.018737354999999845,0,0,12,130,647F6D7F00000C82
1755699646.778161,304,1177,-0.6999999999999886,0,-0.01478594000000033,0,0,13,49,747F8C7F00000D31
1755699646.788143,304,1178,-0.6100000000000136,0,-0.013383825000000016,0,0,14,34,867F977F00000E22
1755699646.798142,304,1179,-0.5099999999999909,0,-0.012491569999999896,0,0,15,32,9A7F9E7F00000F20
1755699646.808152,304,1180,-0.44999999999998863,0,-0.008922550000000307,0,0,0,130,A67FBA7F00000082
1755699646.818164,304,1181,-0.4199999999999875,0,-0.0005098600000001952,0,0,1,9,AC7FFC7F00000109
1755699646.868248,304,1186,-0.12999999999999545,0,-0.0005098600000001952,0,0,6,236,E67FFC7F000006EC
1755699646.878245,304,1187,-0.12000000000000455,0,-0.0026767650000003584,0,0,7,21,E87FEB7F00000715
1755699646.888274,304,1188,-0.09000000000000341,0,-0.0021669050000001633,0,0,8,200,EE7FEF7F000008C8
1755699646.898276,304,1189,-0.0800000000000125,0,-0.005098600000000175,0,0,9,73,F07FD87F00000949
1755699646.908289,304,1190,-0.11000000000001364,0,-0.012109174999999972,0,0,10,18,EA7FA17F00000A12
1755699646.918298,304,1191,-0.18000000000000682,0,-0.012491569999999896,0,0,11,89,DC7F9E7F00000B59
1755699646.928333,304,1192,-0.28000000000000114,0,-0.012364104999999626,0,0,12,176,C87F9F7F00000CB0
1755699646.938332,304,1193,-0.36000000000001364,0,-0.01287396499999982,0,0,13,16,B87F9B7F00000D10
1755699646.948354,304,1194,-0.4300000000000068,0,-0.010324664999999733,0,0,14,174,AA7FAF7F00000EAE
1755699646.958104,304,1195,-0.47999999999998977,0,-0.0077753649999996455,0,0,15,71,A07FC37F00000F47
1755699646.968105,304,1196,-0.5200000000000102,0,-0.006118319999999677,0,0,0,168,987FD07F000000A8
1755699646.97809,304,1197,-0.5800000000000125,0,-0.0033140899999999363,0,0,1,43,8C7FE67F0000012B
1755699647.108096,304,1210,-0.4000000000000057,0,-0.001147184999999773,0,0,14,121,B07FF77F00000E79
1755699647.118119,304,1211,-0.3300000000000125,0,-0.0035690199999995897,0,0,15,53,BE7FE47F00000F35
1755699647.128299,304,1212,-0.3100000000000023,0,-0.003951415000000402,0,0,0,226,C27FE17F000000E2
1755699647.138148,304,1213,-0.3199999999999932,0,-0.006118319999999677,0,0,1,0,C07FD07F00000100
1755699647.148155,304,1214,-0.3100000000000023,0,-0.011089454999999582,0,0,2,48,C27FA97F00000230
1755699647.158164,304,1215,-0.3300000000000125,0,-0.014913404999999713,0,0,3,139,BE7F8B7F0000038B
1755699647.168174,304,1216,-0.38999999999998636,0,-0.01759017000000007,0,0,4,88,B27F767F00000458
1755699647.178195,304,1217,-0.4300000000000068,0,-0.018100030000000267,0,0,5,155,AA7F727F0000059B
1755699647.188233,304,1218,-0.47999999999998977,0,-0.021286654999999932,0,0,6,220,A07F597F000006DC
1755699647.198218,304,1219,-0.539999999999992,0,-0.024090884999999673,0,0,7,51,947F437F00000733
1755699647.208229,304,1220,-0.6200000000000045,0,-0.021923980000000398,0,0,8,212,847F547F000008D4
1755699647.218253,304,1221,-0.6599999999999966,0,-0.01937468000000031,0,0,9,95,7C7F687F0000095F
1755699647.228276,304,1222,-0.6999999999999886,0,-0.020394399999999813,0,0,10,221,747F607F00000ADD
1755699647.238044,304,1223,-0.789999999999992,0,-0.01911974999999977,0,0,11,9,627F6A7F00000B09
1755699647.248045,304,1224,-0.8799999999999955,0,-0.014148614999999864,0,0,12,108,507F917F00000C6C
1755699647.258037,304,1225,-0.9399999999999977,0,-0.006373250000000219,0,0,13,172,447FCE7F00000DAC
1755699647.28804,304,1228,-1.0600000000000023,0,-0.0012746500000000438,0,0,0,22,2C7FF67F00000016
1755699647.298027,304,1229,-1.1299999999999955,0,-0.004333810000000327,0,0,1,209,1E7FDE7F000001D1
1755699647.308039,304,1230,-1.1800000000000068,0,-0.0033140899999999363,0,0,2,198,147FE67F000002C6
1755699647.388039,304,1238,-0.9300000000000068,0,-0.0003823949999999243,0,0,10,212,467FFD7F00000AD4
1755699647.418076,304,1241,-0.6399999999999864,0,-0.0026767650000003584,0,0,13,164,807FEB7F00000DA4
1755699647.428093,304,1242,-0.5800000000000125,0,-0.006500714999999602,0,0,14,152,8C7FCD7F00000E98
1755699647.438119,304,1243,-0.5200000000000102,0,-0.005098600000000175,0,0,15,100,987FD87F00000F64
1755699647.448129,304,1244,-0.44999999999998863,0,-0.002294370000000434,0,0,0,70,A67FEE7F00000046
1755699647.45813,304,1245,-0.4199999999999875,0,-0.0026767650000003584,0,0,1,236,AC7FEB7F000001EC
1755699647.468145,304,1246,-0.4099999999999966,0,-0.0012746500000000438,0,0,2,55,AE7FF67F00000237
1755699647.577998,304,1257,-0.7199999999999989,0,-0.005353529999999829,0,0,13,138,707FD67F00000D8A
1755699647.587973,304,1258,-0.8199999999999932,0,-0.008795085000000036,0,0,14,143,5C7FBB7F00000E8F
1755699647.597982,304,1259,-0.9099999999999966,0,-0.010579595000000275,0,0,15,119,4A7FAD7F00000F77
1755699647.607983,304,1260,-0.9799999999999898,0,-0.013893685000000211,0,0,0,46,3C7F937F0000002E
1755699647.618039,304,1261,-1.0500000000000114,0,-0.016188054999999757,0,0,1,10,2E7F817F0000010A
1755699647.628017,304,1262,-1.0999999999999943,0,-0.022688770000000247,0,0,2,133,247F4E7F00000285
1755699647.638004,304,1263,-1.1500000000000057,0,-0.028679624999999653,0,0,3,84,1A7F1F7F00000354
1755699647.647952,304,1264,-1.1899999999999977,0,-0.02829722999999973,0,0,4,82,127F227F00000452
1755699647.658023,304,1265,-1.1999999999999886,0,-0.025875394999999912,0,0,5,16,107F357F00000510
1755699647.667967,304,1266,-1.1999999999999886,0,-0.023198630000000442,0,0,6,251,107F4A7F000006FB
1755699647.678004,304,1267,-1.1599999999999966,0,-0.022688770000000247,0,0,7,129,187F4E7F00000781
1755699647.687975,304,1268,-1.1200000000000045,0,-0.023198630000000442,0,0,8,139,207F4A7F0000088B
1755699647.698016,304,1269,-1.1100000000000136,0,-0.020776794999999737,0,0,9,201,227F5D7F000009C9
1755699647.707995,304,1270,-1.0600000000000023,0,-0.015295799999999637,0,0,10,98,2C7F887F00000A62
1755699647.71809,304,1271,-1.009999999999991,0,-0.010961990000000199,0,0,11,187,367FAA7F00000BBB
1755699647.728264,304,1272,-0.9900000000000091,0,-0.010579595000000275,0,0,12,88,3A7FAD7F00000C58
1755699647.738048,304,1273,-0.9499999999999886,0,-0.00815775999999957,0,0,13,105,427FC07F00000D69
1755699647.748049,304,1274,-0.9199999999999875,0,-0.0036964849999998606,0,0,14,89,487FE37F00000E59
1755699647.75807,304,1275,-0.8799999999999955,0,-0.0025493000000000876,0,0,15,83,507FEC7F00000F53
1755699647.768084,304,1276,-0.8499999999999943,0,-0.0019119749999996216,0,0,0,125,567FF17F0000007D
1755699647.838044,304,1283,-0.9099999999999966,0,-0.0026767650000003584,0,0,7,97,4A7FEB7F00000761
1755699647.847918,304,1284,-0.9399999999999977,0,-0.005098600000000175,0,0,8,74,447FD87F0000084A
1755699647.858067,304,1285,-1.009999999999991,0,-0.0031866249999996654,0,0,9,182,367FE77F000009B6
1755699647.867908,304,1286,-1.0800000000000125,0,-0.0031866249999996654,0,0,10,41,287FE77F00000A29
1755699647.878072,304,1287,-1.0900000000000034,0,-0.004333810000000327,0,0,11,7,267FDE7F00000B07
1755699647.887907,304,1288,-1.0900000000000034,0,-0.004716205000000251,0,0,12,139,267FDB7F00000C8B
1755699647.898068,304,1289,-1.0999999999999943,0,-0.007902829999999916,0,0,13,223,247FC27F00000DDF
1755699647.907911,304,1290,-1.1200000000000045,0,-0.011344385000000123,0,0,14,16,207FA77F00000E10
1755699647.918074,304,1291,-1.1500000000000057,0,-0.014148614999999864,0,0,15,253,1A7F917F00000FFD
1755699647.9279,304,1292,-1.1599999999999966,0,-0.015168335000000255,0,0,0,101,187F897F00000065
1755699647.93807,304,1293,-1.1599999999999966,0,-0.014531009999999789,0,0,1,115,187F8E7F00000173
1755699647.947895,304,1294,-1.1599999999999966,0,-0.012491569999999896,0,0,2,186,187F9E7F000002BA
1755699647.958091,304,1295,-1.1699999999999875,0,-0.010579595000000275,0,0,3,55,167FAD7F00000337
1755699647.967923,304,1296,-1.1699999999999875,0,-0.010324664999999733,0,0,4,176,167FAF7F000004B0
1755699647.978091,304,1297,-1.1100000000000136,0,-0.010961990000000199,0,0,5,205,227FAA7F000005CD
1755699647.987936,304,1298,-1.0699999999999932,0,-0.010579595000000275,0,0,6,51,2A7FAD7F00000633
1755699647.998094,304,1299,-1.039999999999992,0,-0.0036964849999998606,0,0,7,118,307FE37F00000776
1755699648.018098,304,1301,-0.9799999999999898,0,-0.0019119749999996216,0,0,9,81,3C7FF17F00000951
1755699648.028022,304,1302,-0.9300000000000068,0,-0.004078879999999785,0,0,10,146,467FE07F00000A92
1755699648.038095,304,1303,-0.8899999999999864,0,-0.004078879999999785,0,0,11,93,4E7FE07F00000B5D
1755699648.048022,304,1304,-0.8600000000000136,0,-0.007902829999999916,0,0,12,202,547FC27F00000CCA
1755699648.058104,304,1305,-0.8199999999999932,0,-0.010961990000000199,0,0,13,44,5C7FAA7F00000D2C
1755699648.068062,304,1306,-0.7800000000000011,0,-0.011344385000000123,0,0,14,167,647FA77F00000EA7
1755699648.078122,304,1307,-0.7199999999999989,0,-0.014276080000000135,0,0,15,78,707F907F00000F4E
1755699648.088094,304,1308,-0.7199999999999989,0,-0.011726780000000048,0,0,0,111,707FA47F0000006F
1755699648.098116,304,1309,-0.7700000000000102,0,-0.010579595000000275,0,0,1,5,667FAD7F00000105
1755699648.107867,304,1310,-0.789999999999992,0,-0.01376621999999994,0,0,2,121,627F947F00000279
1755699648.117872,304,1311,-0.8400000000000034,0,-0.01376621999999994,0,0,3,218,587F947F000003DA
1755699648.127872,304,1312,-0.9199999999999875,0,-0.011344385000000123,0,0,4,161,487FA77F000004A1
1755699648.137895,304,1313,-0.9699999999999989,0,-0.00828522499999984,0,0,5,254,3E7FBF7F000005FE
1755699648.147873,304,1314,-1.039999999999992,0,-0.0019119749999996216,0,0,6,81,307FF17F00000651
1755699648.257927,304,1325,-1.1299999999999955,0,-0.0033140899999999363,0,0,1,137,1E7FE67F00000189
1755699648.267874,304,1326,-1.0800000000000125,0,-0.006118319999999677,0,0,2,229,287FD07F000002E5
1755699648.277916,304,1327,-1.0200000000000102,0,-0.012109174999999972,0,0,3,32,347FA17F00000320
1755699648.287885,304,1328,-0.9699999999999989,0,-0.01657044999999968,0,0,4,53,3E7F7E7F00000435
1755699648.297933,304,1329,-0.8799999999999955,0,-0.017972564999999996,0,0,5,48,507F737F00000530
1755699648.307903,304,1330,-0.8300000000000125,0,-0.020394399999999813,0,0,6,47,5A7F607F0000062F
1755699648.317917,304,1331,-0.8000000000000114,0,-0.022561304999999976,0,0,7,49,607F4F7F00000731
1755699648.327941,304,1332,-0.789999999999992,0,-0.0229436999999999,0,0,8,142,627F4C7F0000088E
1755699648.338166,304,1333,-0.789999999999992,0,-0.020904260000000008,0,0,9,125,627F5C7F0000097D
1755699648.347973,304,1334,-0.8199999999999932,0,-0.015678194999999562,0,0,10,194,5C7F857F00000AC2
1755699648.358173,304,1335,-0.8899999999999864,0,-0.014531009999999789,0,0,11,21,4E7F8E7F00000B15
1755699648.368005,304,1336,-0.9499999999999886,0,-0.012746500000000438,0,0,12,199,427F9C7F00000CC7
1755699648.378173,304,1337,-1.0,0,-0.0077753649999996455,0,0,13,183,387FC37F00000DB7
1755699648.388026,304,1338,-1.0600000000000023,0,-0.00815775999999957,0,0,14,254,2C7FC07F00000EFE
1755699648.397939,304,1339,-1.1599999999999966,0,-0.00917747999999996,0,0,15,155,187FB87F00000F9B
1755699648.407799,304,1340,-1.2299999999999898,0,-0.006118319999999677,0,0,0,10,0A7FD07F0000000A
1755699648.417958,304,1341,-1.25,0,-0.0033140899999999363,0,0,1,226,067FE67F000001E2
1755699648.427789,304,1342,-1.240000000000009,0,-0.0031866249999996654,0,0,2,174,087FE77F000002AE
1755699648.437958,304,1343,-1.2700000000000102,0,-0.0054809950000000995,0,0,3,32,027FD57F00000320
1755699648.44779,304,1344,-1.3100000000000023,0,-0.009687340000000155,0,0,4,122,FA7EB47F0000047A
1755699648.457951,304,1345,-1.3199999999999932,0,-0.011726780000000048,0,0,5,51,F87EA47F00000533
1755699648.46779,304,1346,-1.3300000000000125,0,-0.013511290000000287,0,0,6,238,F67E967F000006EE
1755699648.477973,304,1347,-1.3100000000000023,0,-0.022561304999999976,0,0,7,7,FA7E4F7F00000707
1755699648.487769,304,1348,-1.289999999999992,0,-0.02855216000000027,0,0,8,247,FE7E207F000008F7
1755699648.497966,304,1349,-1.3300000000000125,0,-0.03199371499999959,0,0,9,38,F67E057F00000926
1755699648.507777,304,1350,-1.3799999999999955,0,-0.03454301499999968,0,0,10,107,EC7EF17E00000A6B
1755699648.517981,304,1351,-1.4099999999999966,0,-0.03377822499999983,0,0,11,127,E67EF77E00000B7F
1755699648.527765,304,1352,-1.3799999999999955,0,-0.037092314999999765,0,0,12,38,EC7EDD7E00000C26
1755699648.537972,304,1353,-1.3700000000000045,0,-0.04231838000000021,0,0,13,194,EE7EB47E00000DC2
1755699648.547783,304,1354,-1.3899999999999864,0,-0.04117119500000044,0,0,14,145,EA7EBD7E00000E91
