timestamp,can_id,message_count,longitudinal_accel_g,longitudinal_accel_status,imu_reset_status,temperature_c,temperature_status,yrs_type,msg_count,crc,raw_data_hex
1755699646.809275,320,1181,-0.0036964849999998606,0,0,42,0,2,0,79,E37F006E2000004F
1755699646.819147,320,1182,-0.002294370000000434,0,0,42,0,2,1,180,EE7F006E200001B4
1755699646.959159,320,1196,-0.0012746500000000438,0,0,42,0,2,15,121,F67F006E20000F79
1755699646.969168,320,1197,-0.005353529999999829,0,0,42,0,2,0,173,D67F006E200000AD
1755699646.979177,320,1198,-0.0021669050000001633,0,0,42,0,2,1,233,EF7F006E200001E9
1755699646.989183,320,1199,-0.0003823949999999243,0,0,42,0,2,2,205,FD7F006E200002CD
1755699646.999229,320,1200,-0.0005098600000001952,0,0,42,0,2,3,141,FC7F006E2000038D
1755699647.179388,320,1218,-0.0008922550000001195,0,0,42,0,2,5,247,F97F006E200005F7
1755699647.1894,320,1219,-0.0035690199999995897,0,0,42,0,2,6,143,E47F006E2000068F
1755699647.199389,320,1220,-0.0008922550000001195,0,0,42,0,2,7,205,F97F006E200007CD
1755699647.269027,320,1227,-0.004078879999999785,0,0,42,0,2,14,14,E07F006E20000E0E
1755699647.279023,320,1228,-0.006373250000000219,0,0,42,0,2,15,125,CE7F006E20000F7D
1755699647.289027,320,1229,-0.004333810000000327,0,0,42,0,2,0,127,DE7F006E2000007F
1755699647.299016,320,1230,-0.0008922550000001195,0,0,42,0,2,1,131,F97F006E20000183
1755699647.309017,320,1231,-0.0008922550000001195,0,0,42,0,2,2,164,F97F006E200002A4
1755699647.319022,320,1232,-0.0033140899999999363,0,0,42,0,2,3,92,E67F006E2000035C
1755699647.329004,320,1233,-0.003951415000000402,0,0,42,0,2,4,129,E17F006E20000481
1755699647.339013,320,1234,-0.001784510000000239,0,0,42,0,2,5,194,F27F006E200005C2
1755699647.479151,320,1248,-0.0005098600000001952,0,0,42,0,2,3,141,FC7F006E2000038D
1755699647.489164,320,1249,-0.0021669050000001633,0,0,42,0,2,4,128,EF7F006E20000480
1755699647.499189,320,1250,-0.0008922550000001195,0,0,42,0,2,5,247,F97F006E200005F7
1755699647.548955,320,1255,-0.00012746500000027083,0,0,42,0,2,10,159,FF7F006E20000A9F
1755699647.668954,320,1267,-0.0012746500000000438,0,0,42,0,2,6,140,F67F006E2000068C
1755699647.678956,320,1268,-0.0007647899999998486,0,0,42,0,2,7,42,FA7F006E2000072A
1755699647.708995,320,1271,-0.0007647899999998486,0,0,42,0,2,10,171,FA7F006E20000AAB
