timestamp,distance_m,speed_mps,wheel_FL,wheel_FR,wheel_RL,wheel_RR,yaw_rate,lat_accel,long_accel
1761127496.101488,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.0,0.08000000000000007
1761127496.121492,0.0,0.0,0.0,0.0,0.0,0.0,-0.14999999999999858,0.0,0.09999999999999964
1761127496.141541,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.0600000000000005
1761127496.161621,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.009999999999999787,0.07000000000000028
1761127496.181555,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.009999999999999787,0.09999999999999964
1761127496.201554,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.0,0.07000000000000028
1761127496.221606,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999972,0.0,0.0600000000000005
1761127496.241561,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.009999999999999787,0.0600000000000005
1761127496.26156,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.019999999999999574,0.10999999999999943
1761127496.281623,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.11999999999999922
1761127496.301564,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.07000000000000028
1761127496.32158,0.0,0.0,0.0,0.0,0.0,0.0,-0.14000000000000057,0.0,0.049999999999998934
1761127496.341652,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.0,0.08999999999999986
1761127496.361652,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.0,0.08000000000000007
1761127496.381672,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.009999999999999787,0.08000000000000007
1761127496.401578,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.009999999999999787,0.08000000000000007
1761127496.421609,0.0,0.0,0.0,0.0,0.0,0.0,-0.14999999999999858,0.0,0.10999999999999943
1761127496.441664,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.019999999999999574,0.10999999999999943
1761127496.461669,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.0,0.09999999999999964
1761127496.481639,0.0,0.0,0.0,0.0,0.0,0.0,-0.21999999999999886,0.0,0.08999999999999986
1761127496.501674,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.0,0.11999999999999922
1761127496.521638,0.0,0.0,0.0,0.0,0.0,0.0,-0.14999999999999858,0.009999999999999787,0.08000000000000007
1761127496.541631,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.019999999999999574,0.07000000000000028
1761127496.561666,0.0,0.0,0.0,0.0,0.0,0.0,-0.13000000000000256,0.019999999999999574,0.08000000000000007
1761127496.581672,0.0,0.0,0.0,0.0,0.0,0.0,-0.14999999999999858,0.03999999999999915,0.07000000000000028
1761127496.601679,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.009999999999999787,0.08999999999999986
1761127496.62163,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.049999999999998934
1761127496.641649,0.0,0.0,0.0,0.0,0.0,0.0,-0.21999999999999886,0.0,0.08999999999999986
1761127496.661722,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.02999999999999936,0.0600000000000005
1761127496.681733,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.019999999999999574,0.049999999999998934
1761127496.701658,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.0,0.10999999999999943
1761127496.721684,0.0,0.0,0.0,0.0,0.0,0.0,-0.21000000000000085,0.0,0.09999999999999964
1761127496.741739,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.0,0.07000000000000028
1761127496.761708,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999972,0.009999999999999787,0.07000000000000028
1761127496.781753,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999972,0.0,0.09999999999999964
1761127496.80167,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.019999999999999574,0.09999999999999964
1761127496.821772,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999972,0.02999999999999936,0.07000000000000028
1761127496.841707,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.09999999999999964
1761127496.861742,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.049999999999998934
1761127496.881714,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.0,0.07000000000000028
1761127496.90173,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.0,0.08000000000000007
1761127496.92176,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999972,0.0,0.08000000000000007
1761127496.941762,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.0,0.07000000000000028
1761127496.961798,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.049999999999998934
1761127496.981812,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.0,0.049999999999998934
1761127497.00179,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.019999999999999574,0.07000000000000028
1761127497.021586,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.0600000000000005
1761127497.041549,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.0,0.09999999999999964
1761127497.061522,0.0,0.0,0.0,0.0,0.0,0.0,-0.13000000000000256,0.0,0.08000000000000007
1761127497.081505,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.0,0.0600000000000005
1761127497.101519,0.0,0.0,0.0,0.0,0.0,0.0,-0.14000000000000057,0.009999999999999787,0.09999999999999964
1761127497.121504,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999972,0.0,0.08000000000000007
1761127497.141505,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.0,0.08000000000000007
1761127497.161531,0.0,0.0,0.0,0.0,0.0,0.0,-0.21000000000000085,0.019999999999999574,0.08999999999999986
1761127497.181492,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.0,0.1899999999999995
1761127497.20153,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700000000000017,0.0,0.47000000000000064
1761127497.221547,0.0,0.0,0.0,0.0,0.0,0.0,-0.14999999999999858,0.009999999999999787,0.5700000000000003
1761127497.241573,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.009999999999999787,0.6199999999999992
1761127497.261581,0.0,0.0,0.0,0.0,0.0,0.0,-0.240000000000002,0.0,0.6699999999999999
1761127497.281544,0.0,0.0,0.0,0.0,0.0,0.0,-0.2600000000000051,0.0,0.629999999999999
1761127497.301579,0.0,0.0,0.0,0.0,0.0,0.0,-0.21000000000000085,0.019999999999999574,0.6799999999999997
1761127497.321477,0.0,0.0,0.0,0.0,0.0,0.0,-0.240000000000002,0.02999999999999936,0.629999999999999
1761127497.341572,0.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999972,0.009999999999999787,0.6500000000000004
1761127497.36159,0.0,0.0,0.0,0.0,0.0,0.0,-0.19000000000000483,0.009999999999999787,0.6799999999999997
1761127497.381549,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.0,0.6999999999999993
1761127497.401542,0.0,0.0,0.0,0.3125,0.0,0.0,-0.19000000000000483,0.009999999999999787,0.7099999999999991
1761127497.421488,0.0,0.0,0.28125,0.3125,0.0,0.0,-0.21999999999999886,0.0,0.6500000000000004
1761127497.441589,0.0,0.0,0.28125,0.3125,0.0,0.0,-0.19000000000000483,0.0,0.6899999999999995
1761127497.461575,0.0008674441940254635,0.0,0.28125,0.3125,0.0,0.3125,-0.1600000000000037,0.019999999999999574,0.6699999999999999
