timestamp,iso_time,cumulative_distance_m,steering_angle_deg,angle_change_deg,distance_increment_m,vehicle_speed_mps,wheel_speed_FL_kmh,wheel_speed_FR_kmh,wheel_speed_RL_kmh,wheel_speed_RR_kmh,yaw_rate_deg_s,lateral_accel_mps2,longitudinal_accel_mps2,signal_quality_score,data_completeness,message_count
1761056491.089279,2025-10-21T15:21:31.089279,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600000000000037,0.03999999999999915,0.02999999999999936,,66.66666666666666,1
1761056493.799861,2025-10-21T15:21:33.799861,0.5113085297246774,5.4,0.20000000000000018,0.5113085297246774,0.681423611111111,2.46875,2.46875,2.4375,2.46875,0.22999999999999687,-0.019999999999999574,0.4299999999999997,,100.0,272
1761056494.459757,2025-10-21T15:21:34.459757,1.0210770803193252,5.4,0.0,0.5097685505946478,0.8637152777777778,3.125,3.15625,3.125,3.09375,-0.1600000000000037,-0.040000000000000924,0.27999999999999936,,100.0,338
1761056495.019831,2025-10-21T15:21:35.019831,1.5341176082276633,5.4,0.0,0.5130405279083381,0.9635416666666666,3.53125,3.53125,3.5,3.4375,-0.21000000000000085,0.019999999999999574,0.14000000000000057,,100.0,394
1761056495.519929,2025-10-21T15:21:35.519929,2.041944199138218,5.0,-0.40000000000000036,0.5078265909105546,1.050347222222222,3.8125,3.84375,3.78125,3.78125,0.29999999999999716,-0.05000000000000071,0.14000000000000057,,100.0,444
1761056495.999892,2025-10-21T15:21:35.999892,2.560833485590088,5.2,0.20000000000000018,0.5188892864518699,1.1067708333333333,4.03125,4.03125,4.03125,3.9375,-0.09000000000000341,0.0,0.14000000000000057,,100.0,492
1761056496.459715,2025-10-21T15:21:36.459715,3.081195314104359,5.0,-0.20000000000000018,0.5203618285142713,1.1545138888888888,4.21875,4.21875,4.21875,4.09375,-0.28999999999999915,-0.10999999999999943,0.019999999999999574,,100.0,538
1761056496.899517,2025-10-21T15:21:36.899517,3.593229556249248,4.800000000000001,-0.1999999999999993,0.5120342421448889,1.171875,4.28125,4.25,4.21875,4.21875,0.05999999999999517,-0.15000000000000036,0.08000000000000007,,100.0,582
1761056497.339732,2025-10-21T15:21:37.339732,4.110440977124705,4.800000000000001,0.0,0.5172114208754572,1.1892361111111112,4.375,4.3125,4.34375,4.21875,-0.3400000000000034,0.20999999999999908,0.14000000000000057,,100.0,626
1761056497.75957,2025-10-21T15:21:37.759570,4.611556243358387,4.0,-0.8000000000000007,0.5011152662336817,1.2022569444444444,4.40625,4.40625,4.375,4.28125,-0.0800000000000054,0.11999999999999922,0.08999999999999986,,100.0,668
